ICODE,ITEM_EXTINCT
BM51804,Non Extinct
BM51805,Non Extinct
BM51807,Non Extinct
BM51809,Non Extinct
BM49729,Non Extinct
BM2366,Non Extinct
BM8948,Non Extinct
BM8955,Non Extinct
BM12878,Non Extinct
BM20136,Non Extinct
BM64242,Non Extinct
BM65172,Non Extinct
BM20122,Extinct
BM20125,Extinct
BM20099,Extinct
BM20105,Extinct
BM20108,Extinct
BM49688,Non Extinct
BM56589,Non Extinct
BM58840,Extinct
BM51808,Non Extinct
BM63902,Non Extinct
BM65894,Non Extinct
BM1095,Non Extinct
BM66271,Non Extinct
BM63428,Non Extinct
BM49483,Extinct
BM50972,Extinct
BM53365,Extinct
BM16257,Non Extinct
BM10073,Non Extinct
BM9011,Extinct
BM9027,Extinct
BM9028,Extinct
BM9039,Extinct
BM65511,Non Extinct
BM68516,Non Extinct
BM64086,Non Extinct
BM65900,Non Extinct
BM65916,Non Extinct
BM65917,Non Extinct
BM4469,Non Extinct
BM67194,Non Extinct
BM49665,Non Extinct
BM68055,Non Extinct
BM68057,Non Extinct
BM67650,Non Extinct
BM67653,Non Extinct
BM67654,Non Extinct
BM67651,Non Extinct
BM67655,Non Extinct
BM54624,Non Extinct
BM66187,Non Extinct
BM41062,Non Extinct
BM62930,Non Extinct
BM62987,Non Extinct
BM62776,Non Extinct
BM66759,Non Extinct
BM67224,Non Extinct
BM66760,Non Extinct
BM55025,Non Extinct
BM68796,Non Extinct
BM62123,Non Extinct
BM65819,Non Extinct
BM65818,Non Extinct
BM50965,Non Extinct
BM50936,Non Extinct
BM50951,Non Extinct
BM50954,Non Extinct
BM65820,Non Extinct
BM65797,Non Extinct
BM62792,Non Extinct
BM62873,Non Extinct
BM62986,Non Extinct
BM62844,Non Extinct
BM65795,Non Extinct
BM65771,Non Extinct
BM65772,Non Extinct
BM65774,Non Extinct
BM66446,Non Extinct
BM65775,Non Extinct
BM65295,Non Extinct
BM65297,Non Extinct
BM65067,Non Extinct
BM50920,Non Extinct
BM50962,Non Extinct
BM50891,Non Extinct
BM53374,Non Extinct
BM65798,Non Extinct
BM65800,Non Extinct
BM65801,Non Extinct
BM65796,Non Extinct
BM65799,Non Extinct
BM65802,Non Extinct
BM64669,Non Extinct
BM68797,Non Extinct
BM68798,Non Extinct
BM67730,Non Extinct
BM68579,Non Extinct
BM68581,Non Extinct
BM3878,Non Extinct
BM27357,Non Extinct
BM16844,Non Extinct
BM66146,Non Extinct
BM56219,Non Extinct
BM56220,Non Extinct
BM67710,Non Extinct
BM56232,Non Extinct
BM65906,Non Extinct
BM65907,Non Extinct
BM62849,Extinct
BM62865,Extinct
BM67646,Extinct
BM59181,Extinct
BM65782,Non Extinct
BM65783,Non Extinct
BM43242,Non Extinct
BM65784,Non Extinct
BM65787,Non Extinct
BM65794,Non Extinct
BM65770,Non Extinct
BM65773,Non Extinct
BM65776,Non Extinct
BM65786,Non Extinct
BM63178,Non Extinct
BM63185,Non Extinct
BM63179,Non Extinct
BM63191,Non Extinct
BM62804,Non Extinct
BM62871,Non Extinct
BM42110,Non Extinct
BM48153,Non Extinct
BM57386,Non Extinct
BM42105,Non Extinct
BM42115,Non Extinct
BM66304,Non Extinct
BM42117,Non Extinct
BM42106,Non Extinct
BM42109,Non Extinct
BM61112,Non Extinct
BM51992,Non Extinct
BM64502,Non Extinct
BM8952,Non Extinct
BM68053,Non Extinct
BM68054,Non Extinct
BM18602,Extinct
BM20037,Extinct
BM20076,Extinct
BM59761,Non Extinct
BM60616,Extinct
BM20079,Extinct
BM20083,Extinct
BM55129,Non Extinct
BM20073,Extinct
BM20085,Extinct
BM20044,Extinct
BM33024,Non Extinct
BM37526,Non Extinct
BM65871,Non Extinct
BM33026,Non Extinct
BM33027,Non Extinct
BM33021,Non Extinct
BM55171,Non Extinct
BM46805,Non Extinct
BM67714,Non Extinct
BM26625,Extinct
BM46194,Extinct
BM46195,Extinct
BM47337,Extinct
BM47326,Extinct
BM47461,Extinct
BM47463,Extinct
BM47465,Extinct
BM47466,Extinct
BM66783,Non Extinct
BM67552,Non Extinct
BM33025,Non Extinct
BM41811,Non Extinct
BM19281,Non Extinct
BM68192,Non Extinct
BM67193,Non Extinct
BM49706,Non Extinct
BM49703,Non Extinct
BM26049,Extinct
BM25969,Extinct
BM26969,Extinct
BM65619,Non Extinct
BM19280,Non Extinct
BM64655,Non Extinct
