ICODE,ITEM_EXTINCT
BM15636,Extinct
BM65166,Extinct
BM65167,Extinct
BM60626,Non Extinct
BM60629,Non Extinct
BM57740,Non Extinct
BM11786,Non Extinct
BM61100,Non Extinct
BM18971,Non Extinct
BM66312,Non Extinct
BM11308,Non Extinct
BM11496,Non Extinct
BM11502,Non Extinct
BM32394,Non Extinct
BM3883,Non Extinct
BM61109,Non Extinct
BM12051,Non Extinct
BM60668,Non Extinct
BM2844,Non Extinct
BM63460,Non Extinct
BM15732,Extinct
BM67821,Non Extinct
BM15669,Extinct
BM15664,Extinct
BM15663,Extinct
BM2841,Non Extinct
BM61123,Non Extinct
BM67855,Non Extinct
BM58045,Non Extinct
BM15729,Extinct
BM15595,Extinct
BM16519,Non Extinct
BM61141,Non Extinct
BM15762,Extinct
BM60813,Non Extinct
BM13308,Extinct
BM13317,Extinct
BM60259,Non Extinct
BM60261,Extinct
BM57819,Extinct
BM7495,Non Extinct
BM54051,Non Extinct
BM62790,Extinct
BM62794,Extinct
BM68341,Non Extinct
BM20183,Extinct
BM20163,Extinct
BM20168,Extinct
BM15578,Extinct
BM15727,Extinct
BM57492,Non Extinct
BM61142,Non Extinct
BM61143,Non Extinct
BM63347,Non Extinct
BM54248,Extinct
BM54246,Extinct
BM66806,Non Extinct
BM59518,Non Extinct
BM20138,Extinct
BM20143,Extinct
BM20204,Extinct
BM66484,Non Extinct
BM20213,Extinct
BM20210,Extinct
BM20223,Extinct
BM62355,Extinct
BM66913,Non Extinct
BM29775,Non Extinct
BM63349,Non Extinct
BM63350,Non Extinct
BM61552,Non Extinct
BM67733,Non Extinct
BM61731,Non Extinct
BM61733,Non Extinct
BM66239,Non Extinct
BM61137,Non Extinct
BM61115,Non Extinct
BM61116,Non Extinct
BM61117,Non Extinct
BM61120,Non Extinct
BM9058,Non Extinct
BM9070,Extinct
BM62800,Extinct
BM62801,Extinct
BM66926,Non Extinct
BM28161,Non Extinct
BM26421,Non Extinct
BM59491,Non Extinct
BM45145,Non Extinct
BM45146,Non Extinct
BM1220,Non Extinct
BM57230,Non Extinct
BM63268,Non Extinct
BM68249,Non Extinct
BM20242,Extinct
BM59519,Non Extinct
BM66928,Non Extinct
BM9327,Non Extinct
BM2828,Non Extinct
BM67819,Non Extinct
BM15747,Extinct
BM15635,Extinct
BM1407,Non Extinct
BM60631,Non Extinct
BM67799,Non Extinct
BM67800,Non Extinct
BM1488,Non Extinct
BM15693,Extinct
BM15634,Extinct
BM63049,Extinct
BM44339,Non Extinct
BM28166,Non Extinct
BM63308,Non Extinct
BM63306,Non Extinct
BM63910,Extinct
BM10325,Non Extinct
BM61470,Non Extinct
BM46700,Non Extinct
BM60601,Non Extinct
BM46685,Non Extinct
BM9035,Non Extinct
BM7644,Non Extinct
BM12943,Non Extinct
BM1353,Non Extinct
BM16838,Non Extinct
BM20920,Non Extinct
BM15617,Extinct
BM15690,Extinct
BM15689,Extinct
BM66211,Non Extinct
BM27719,Non Extinct
BM27720,Non Extinct
BM15627,Extinct
BM15707,Extinct
BM15704,Extinct
BM66241,Non Extinct
BM14563,Non Extinct
BM15576,Extinct
BM15672,Extinct
BM26957,Non Extinct
BM63549,Non Extinct
BM22728,Non Extinct
BM27824,Non Extinct
BM67801,Non Extinct
BM17278,Non Extinct
BM67802,Non Extinct
BM66045,Non Extinct
BM67803,Non Extinct
BM17275,Non Extinct
BM68344,Non Extinct
BM33733,Non Extinct
BM67221,Non Extinct
BM16850,Extinct
BM16853,Extinct
BM16862,Non Extinct
BM16866,Non Extinct
BM16870,Extinct
BM15671,Extinct
BM15575,Extinct
BM19579,Non Extinct
BM17269,Non Extinct
BM17272,Non Extinct
BM63058,Non Extinct
BM60271,Non Extinct
BM16832,Extinct
BM6586,Non Extinct
BM60275,Non Extinct
BM43018,Non Extinct
BM17534,Non Extinct
BM63059,Non Extinct
BM63060,Non Extinct
BM1099,Non Extinct
BM31098,Non Extinct
BM12997,Non Extinct
BM1420,Non Extinct
BM1193,Non Extinct
BM13589,Non Extinct
BM59911,Non Extinct
BM41051,Non Extinct
BM62629,Non Extinct
BM16841,Extinct
BM62628,Non Extinct
BM66927,Non Extinct
BM67785,Non Extinct
BM67784,Non Extinct
BM67804,Non Extinct
BM16847,Non Extinct
BM61910,Non Extinct
BM27741,Non Extinct
BM27297,Non Extinct
BM1248,Non Extinct
BM1247,Non Extinct
BM33627,Non Extinct
BM63568,Non Extinct
BM1215,Non Extinct
BM1216,Non Extinct
BM17282,Non Extinct
BM13805,Non Extinct
BM1922,Non Extinct
BM1250,Non Extinct
BM32841,Non Extinct
BM32844,Non Extinct
BM13050,Non Extinct
BM31373,Non Extinct
BM60315,Non Extinct
BM60316,Non Extinct
BM60314,Non Extinct
BM25025,Non Extinct
BM25022,Non Extinct
BM47066,Non Extinct
BM66904,Non Extinct
BM46870,Non Extinct
BM15679,Extinct
BM15591,Extinct
BM66242,Non Extinct
BM33505,Non Extinct
BM1393,Non Extinct
BM63912,Non Extinct
BM67884,Non Extinct
BM55871,Non Extinct
BM29471,Non Extinct
BM66755,Non Extinct
BM59164,Non Extinct
BM42582,Non Extinct
BM20885,Non Extinct
BM1863,Non Extinct
BM63911,Non Extinct
BM62989,Extinct
BM62988,Extinct
BM61917,Non Extinct
BM15611,Extinct
BM15608,Extinct
BM15683,Extinct
BM15682,Extinct
BM63109,Extinct
BM66243,Non Extinct
BM15583,Extinct
BM15582,Extinct
BM2091,Non Extinct
BM25629,Non Extinct
BM63103,Extinct
BM63104,Extinct
BM63098,Extinct
BM63101,Extinct
BM66236,Non Extinct
BM66491,Extinct
BM49619,Non Extinct
BM66492,Extinct
BM63565,Non Extinct
BM65676,Non Extinct
BM64633,Non Extinct
BM63110,Extinct
BM62176,Non Extinct
BM2357,Non Extinct
BM63106,Extinct
BM63107,Extinct
BM9691,Extinct
BM15652,Extinct
BM15649,Extinct
BM15724,Extinct
BM15656,Extinct
BM15654,Extinct
BM15653,Extinct
BM63564,Non Extinct
BM62626,Non Extinct
BM21058,Non Extinct
BM26090,Non Extinct
BM65240,Non Extinct
BM19712,Non Extinct
BM12094,Non Extinct
BM51803,Non Extinct
BM51806,Non Extinct
BM63561,Non Extinct
BM26409,Non Extinct
BM20904,Non Extinct
BM35178,Non Extinct
BM68354,Non Extinct
BM55503,Non Extinct
BM27020,Non Extinct
BM45627,Non Extinct
BM63562,Non Extinct
BM68352,Non Extinct
BM63563,Non Extinct
BM21310,Non Extinct
BM66133,Non Extinct
BM13812,Non Extinct
BM47750,Non Extinct
BM63567,Non Extinct
BM25766,Non Extinct
BM68353,Non Extinct
BM26155,Non Extinct
BM67100,Non Extinct
BM66081,Non Extinct
BM25769,Non Extinct
BM15769,Extinct
BM9697,Extinct
BM9692,Extinct
BM67087,Non Extinct
BM63600,Non Extinct
BM61076,Non Extinct
BM66746,Non Extinct
BM22677,Non Extinct
BM66560,Non Extinct
BM68360,Non Extinct
BM66134,Non Extinct
BM30012,Non Extinct
BM25449,Non Extinct
BM68007,Non Extinct
BM20700,Non Extinct
BM3222,Non Extinct
BM9013,Non Extinct
BM13342,Non Extinct
BM9009,Non Extinct
BM9045,Non Extinct
BM26790,Non Extinct
BM68210,Non Extinct
BM68211,Non Extinct
BM54832,Non Extinct
BM1906,Non Extinct
BM1914,Non Extinct
BM1915,Non Extinct
BM28805,Non Extinct
BM30451,Extinct
BM16855,Non Extinct
BM67488,Extinct
BM25451,Non Extinct
BM21961,Extinct
BM65829,Non Extinct
BM63360,Non Extinct
BM68361,Non Extinct
BM68355,Non Extinct
BM38885,Non Extinct
BM68208,Non Extinct
BM68209,Non Extinct
BM59306,Non Extinct
BM63756,Non Extinct
BM66082,Non Extinct
BM68086,Non Extinct
BM40739,Non Extinct
BM16996,Non Extinct
BM28174,Non Extinct
BM65647,Non Extinct
BM65648,Non Extinct
BM65649,Non Extinct
BM2921,Non Extinct
BM2913,Non Extinct
BM2924,Non Extinct
BM52045,Non Extinct
BM20701,Non Extinct
BM1912,Non Extinct
BM11602,Extinct
BM1909,Non Extinct
BM67870,Non Extinct
BM64337,Non Extinct
BM67326,Non Extinct
BM42006,Extinct
BM42005,Non Extinct
BM43144,Non Extinct
BM4144,Non Extinct
BM40480,Non Extinct
BM27278,Non Extinct
BM31287,Non Extinct
BM66809,Non Extinct
BM31290,Non Extinct
BM59031,Non Extinct
BM3226,Non Extinct
BM60386,Non Extinct
BM28018,Non Extinct
BM67318,Non Extinct
BM68364,Non Extinct
BM27289,Non Extinct
BM67868,Non Extinct
BM57288,Non Extinct
BM60612,Non Extinct
BM24324,Non Extinct
BM24323,Non Extinct
BM24328,Non Extinct
BM29466,Non Extinct
BM31293,Non Extinct
BM26073,Non Extinct
BM68363,Non Extinct
BM68362,Non Extinct
BM30483,Non Extinct
BM10138,Non Extinct
BM67907,Non Extinct
BM63394,Extinct
BM59734,Non Extinct
BM64233,Non Extinct
BM67362,Non Extinct
BM66952,Non Extinct
BM66246,Non Extinct
BM67133,Non Extinct
BM56254,Extinct
BM56253,Extinct
BM3892,Non Extinct
BM18553,Non Extinct
BM63115,Non Extinct
BM3581,Extinct
BM27954,Non Extinct
BM39567,Non Extinct
BM65291,Non Extinct
BM68356,Non Extinct
BM68657,Non Extinct
BM68658,Non Extinct
BM60633,Non Extinct
BM60805,Non Extinct
BM66641,Non Extinct
BM55183,Non Extinct
BM9000,Extinct
BM9001,Extinct
BM46652,Non Extinct
BM3587,Extinct
BM67869,Non Extinct
BM27976,Non Extinct
BM66130,Non Extinct
BM53409,Non Extinct
BM63374,Non Extinct
BM28006,Extinct
BM60803,Non Extinct
BM60804,Non Extinct
BM29414,Non Extinct
BM42084,Non Extinct
BM42087,Non Extinct
BM10272,Non Extinct
BM46707,Non Extinct
BM46679,Non Extinct
BM59855,Non Extinct
BM42783,Non Extinct
BM58444,Non Extinct
BM58415,Non Extinct
BM66245,Non Extinct
BM63956,Non Extinct
BM45586,Non Extinct
BM45016,Non Extinct
BM67407,Non Extinct
BM28013,Non Extinct
BM67412,Non Extinct
BM67406,Non Extinct
BM67411,Non Extinct
BM67408,Non Extinct
BM41113,Non Extinct
BM41107,Non Extinct
BM41110,Non Extinct
BM41114,Non Extinct
BM39563,Non Extinct
BM39565,Non Extinct
BM68367,Non Extinct
BM49668,Non Extinct
BM28871,Non Extinct
BM3173,Non Extinct
BM33715,Non Extinct
BM20174,Extinct
BM20176,Extinct
BM66282,Non Extinct
BM66281,Non Extinct
BM62008,Non Extinct
BM62009,Non Extinct
BM27945,Non Extinct
BM68330,Non Extinct
BM68329,Non Extinct
BM63403,Non Extinct
BM59562,Non Extinct
BM56591,Non Extinct
BM31106,Non Extinct
BM55483,Non Extinct
BM43409,Non Extinct
BM4570,Extinct
BM45140,Non Extinct
BM14173,Non Extinct
BM57776,Non Extinct
BM59163,Non Extinct
BM28550,Non Extinct
BM32181,Non Extinct
BM62010,Non Extinct
BM62016,Non Extinct
BM4576,Extinct
BM28553,Non Extinct
BM68368,Non Extinct
BM3572,Extinct
BM40088,Non Extinct
BM25529,Non Extinct
BM45454,Non Extinct
BM44186,Non Extinct
BM35054,Non Extinct
BM35055,Non Extinct
BM10278,Non Extinct
BM10275,Non Extinct
BM27552,Non Extinct
BM27482,Non Extinct
BM28011,Non Extinct
BM41568,Non Extinct
BM61734,Non Extinct
BM58583,Non Extinct
BM58594,Non Extinct
BM59821,Non Extinct
BM66599,Non Extinct
BM46714,Non Extinct
BM4184,Non Extinct
BM46716,Non Extinct
BM66748,Non Extinct
BM32876,Extinct
BM68294,Non Extinct
BM68293,Non Extinct
BM68296,Non Extinct
BM4187,Non Extinct
BM51594,Non Extinct
BM27718,Non Extinct
BM27722,Non Extinct
BM68324,Non Extinct
BM66131,Non Extinct
BM27952,Non Extinct
BM62304,Non Extinct
BM32483,Non Extinct
BM35170,Non Extinct
BM66270,Non Extinct
BM26173,Non Extinct
BM32458,Non Extinct
BM49485,Non Extinct
BM28004,Non Extinct
BM50616,Non Extinct
BM49750,Non Extinct
BM66593,Extinct
BM51360,Non Extinct
BM46660,Non Extinct
BM46648,Non Extinct
BM46650,Non Extinct
BM46651,Non Extinct
BM67145,Non Extinct
BM67147,Non Extinct
BM66592,Extinct
BM14179,Non Extinct
BM45390,Non Extinct
BM62014,Non Extinct
BM62007,Non Extinct
BM33589,Non Extinct
BM49690,Non Extinct
BM35071,Non Extinct
BM14184,Extinct
BM63366,Non Extinct
BM60093,Extinct
BM14187,Non Extinct
BM66816,Non Extinct
BM16990,Non Extinct
BM51103,Non Extinct
BM51902,Non Extinct
BM63407,Non Extinct
BM51108,Non Extinct
BM51106,Non Extinct
BM35076,Non Extinct
BM35078,Non Extinct
BM31626,Non Extinct
BM59823,Non Extinct
BM67629,Non Extinct
BM67630,Non Extinct
BM3041,Non Extinct
BM46686,Non Extinct
BM56815,Non Extinct
BM4566,Extinct
BM66906,Non Extinct
BM46744,Non Extinct
BM66905,Non Extinct
BM32849,Non Extinct
BM68496,Non Extinct
BM68497,Non Extinct
BM66559,Non Extinct
BM55159,Non Extinct
BM55193,Non Extinct
BM31596,Non Extinct
BM50613,Non Extinct
BM66815,Non Extinct
BM48778,Non Extinct
BM55191,Non Extinct
BM56255,Extinct
BM62121,Extinct
BM60474,Non Extinct
BM60999,Extinct
BM3253,Non Extinct
BM47209,Non Extinct
BM65827,Non Extinct
BM65826,Non Extinct
BM67572,Non Extinct
BM19522,Non Extinct
BM60493,Non Extinct
BM59854,Non Extinct
BM35841,Non Extinct
BM1098,Non Extinct
BM35596,Non Extinct
BM66744,Non Extinct
BM63517,Extinct
BM35847,Non Extinct
BM4560,Non Extinct
BM67419,Non Extinct
BM66267,Non Extinct
BM47808,Non Extinct
BM26359,Non Extinct
BM66931,Non Extinct
BM14672,Non Extinct
BM45559,Non Extinct
BM45565,Non Extinct
BM47840,Non Extinct
BM40902,Non Extinct
BM66814,Non Extinct
BM50093,Extinct
BM13453,Non Extinct
BM13457,Non Extinct
BM13458,Non Extinct
BM13461,Non Extinct
BM68766,Non Extinct
BM67820,Non Extinct
BM68847,Non Extinct
BM51105,Non Extinct
BM68848,Non Extinct
BM68849,Non Extinct
BM51092,Non Extinct
BM25988,Non Extinct
BM51097,Non Extinct
BM51099,Non Extinct
BM63414,Non Extinct
BM66135,Non Extinct
BM59856,Non Extinct
BM66921,Non Extinct
BM35657,Non Extinct
BM3943,Non Extinct
BM38997,Non Extinct
BM39001,Non Extinct
BM63609,Non Extinct
BM68347,Non Extinct
BM41073,Non Extinct
BM29024,Non Extinct
BM67774,Non Extinct
BM67777,Non Extinct
BM59657,Non Extinct
BM12254,Non Extinct
BM24567,Non Extinct
BM24569,Non Extinct
BM36190,Non Extinct
BM66823,Non Extinct
BM66822,Non Extinct
BM36193,Non Extinct
BM4062,Non Extinct
BM42472,Non Extinct
BM44192,Non Extinct
BM39102,Non Extinct
BM55565,Non Extinct
BM60609,Non Extinct
BM4199,Non Extinct
BM67776,Non Extinct
BM67882,Non Extinct
BM66918,Non Extinct
BM22982,Non Extinct
BM64908,Non Extinct
BM39005,Non Extinct
BM68260,Non Extinct
BM59653,Non Extinct
BM16867,Non Extinct
BM20930,Non Extinct
BM67769,Non Extinct
BM67773,Non Extinct
BM35097,Non Extinct
BM4203,Non Extinct
BM42770,Non Extinct
BM42778,Non Extinct
BM42627,Non Extinct
BM50141,Extinct
BM3940,Non Extinct
BM39587,Non Extinct
BM44303,Non Extinct
BM4206,Non Extinct
BM4212,Non Extinct
BM49649,Non Extinct
BM44326,Non Extinct
BM4211,Non Extinct
BM42784,Non Extinct
BM4215,Non Extinct
BM60073,Non Extinct
BM40348,Non Extinct
BM42021,Non Extinct
BM4222,Non Extinct
BM42513,Non Extinct
BM41999,Non Extinct
BM42000,Non Extinct
BM42468,Non Extinct
BM40457,Non Extinct
BM40220,Non Extinct
BM40223,Non Extinct
BM41127,Non Extinct
BM11628,Non Extinct
BM60783,Non Extinct
BM68073,Non Extinct
BM62115,Extinct
BM11633,Non Extinct
BM47619,Non Extinct
BM7652,Non Extinct
BM27189,Non Extinct
BM57788,Non Extinct
BM47266,Non Extinct
BM68533,Non Extinct
BM68578,Non Extinct
BM63573,Non Extinct
BM7656,Non Extinct
BM66735,Non Extinct
BM56107,Non Extinct
BM42479,Non Extinct
BM42517,Non Extinct
BM47707,Non Extinct
BM45156,Non Extinct
BM6883,Non Extinct
BM46953,Extinct
BM66586,Extinct
BM59202,Extinct
BM9003,Extinct
BM9004,Extinct
BM64181,Non Extinct
BM68036,Non Extinct
BM46663,Non Extinct
BM46697,Extinct
BM46723,Extinct
BM45130,Non Extinct
BM63532,Non Extinct
BM63537,Non Extinct
BM63606,Non Extinct
BM11297,Non Extinct
BM11306,Non Extinct
BM39282,Non Extinct
BM44340,Non Extinct
BM44067,Non Extinct
BM46992,Extinct
BM1101,Non Extinct
BM48339,Non Extinct
BM20900,Non Extinct
BM40689,Non Extinct
BM47368,Non Extinct
BM32874,Non Extinct
BM29779,Non Extinct
BM42638,Non Extinct
BM3188,Non Extinct
BM3886,Non Extinct
BM27359,Non Extinct
BM3880,Non Extinct
BM46752,Extinct
BM46757,Extinct
BM35141,Non Extinct
BM31020,Non Extinct
BM13976,Non Extinct
BM9933,Non Extinct
BM57789,Non Extinct
BM55055,Non Extinct
BM41009,Non Extinct
BM39051,Non Extinct
BM60986,Non Extinct
BM26623,Non Extinct
BM65548,Non Extinct
BM65549,Non Extinct
BM65550,Non Extinct
BM65551,Non Extinct
BM68381,Non Extinct
BM9066,Extinct
BM46807,Extinct
BM52881,Non Extinct
BM47107,Non Extinct
BM46961,Non Extinct
BM51899,Non Extinct
BM35712,Non Extinct
BM30073,Non Extinct
BM57030,Non Extinct
BM55176,Non Extinct
BM55178,Non Extinct
BM65212,Non Extinct
BM65214,Non Extinct
BM68534,Non Extinct
BM68535,Non Extinct
BM16970,Extinct
BM68371,Non Extinct
BM56400,Non Extinct
BM65349,Extinct
BM26422,Non Extinct
BM3959,Non Extinct
BM47581,Non Extinct
BM61876,Non Extinct
BM66278,Non Extinct
BM66932,Non Extinct
BM66933,Non Extinct
BM58428,Non Extinct
BM67862,Non Extinct
BM67865,Non Extinct
BM67864,Non Extinct
BM50054,Non Extinct
BM59057,Non Extinct
BM50051,Non Extinct
BM59058,Non Extinct
BM59064,Non Extinct
BM46963,Non Extinct
BM68239,Non Extinct
BM65292,Non Extinct
BM66749,Non Extinct
BM67866,Non Extinct
BM56584,Non Extinct
BM50391,Non Extinct
BM42574,Non Extinct
BM11509,Extinct
BM43813,Non Extinct
BM58423,Non Extinct
BM58104,Non Extinct
BM46827,Non Extinct
BM65529,Non Extinct
BM47584,Non Extinct
BM66565,Non Extinct
BM65213,Non Extinct
BM43816,Non Extinct
BM67173,Non Extinct
BM60516,Non Extinct
BM66561,Non Extinct
BM66277,Non Extinct
BM60016,Non Extinct
BM60077,Non Extinct
BM28704,Non Extinct
BM14172,Extinct
BM18263,Extinct
BM12217,Non Extinct
BM62320,Non Extinct
BM64782,Non Extinct
BM60509,Non Extinct
BM60502,Non Extinct
BM64182,Non Extinct
BM65064,Extinct
BM59081,Non Extinct
BM64714,Non Extinct
BM48276,Non Extinct
BM64014,Non Extinct
BM64975,Non Extinct
BM64976,Non Extinct
BM60074,Non Extinct
BM66077,Non Extinct
BM60014,Non Extinct
BM65211,Non Extinct
BM65210,Non Extinct
BM65209,Non Extinct
BM62143,Non Extinct
BM55107,Non Extinct
BM51896,Non Extinct
BM64885,Extinct
BM43810,Extinct
BM48790,Non Extinct
BM60320,Non Extinct
BM60321,Non Extinct
BM16863,Non Extinct
BM61096,Non Extinct
BM59291,Non Extinct
BM59475,Non Extinct
BM45380,Non Extinct
BM28558,Non Extinct
BM3949,Non Extinct
BM68451,Non Extinct
BM68299,Non Extinct
BM61999,Non Extinct
BM43414,Non Extinct
BM41091,Non Extinct
BM41094,Non Extinct
BM35941,Non Extinct
BM47280,Non Extinct
BM65239,Non Extinct
BM58446,Non Extinct
BM50429,Non Extinct
BM43870,Non Extinct
BM68764,Non Extinct
BM6916,Non Extinct
BM68765,Non Extinct
BM62002,Non Extinct
BM62758,Non Extinct
BM39268,Non Extinct
BM13364,Non Extinct
BM63171,Non Extinct
BM9073,Extinct
BM59833,Non Extinct
BM59756,Non Extinct
BM55350,Extinct
BM22703,Non Extinct
BM57013,Non Extinct
BM60978,Non Extinct
BM68603,Non Extinct
BM63546,Non Extinct
BM63571,Non Extinct
BM42796,Non Extinct
BM68297,Non Extinct
BM65073,Non Extinct
BM62636,Non Extinct
BM50637,Non Extinct
BM65074,Non Extinct
BM62772,Non Extinct
BM61183,Non Extinct
BM61185,Non Extinct
BM62288,Non Extinct
BM63174,Non Extinct
BM63173,Non Extinct
BM63170,Non Extinct
BM47573,Non Extinct
BM62756,Non Extinct
BM56401,Non Extinct
BM35445,Non Extinct
BM45791,Non Extinct
BM46858,Non Extinct
BM3978,Non Extinct
BM51011,Non Extinct
BM58426,Non Extinct
BM60476,Non Extinct
BM59096,Non Extinct
BM66974,Non Extinct
BM50935,Extinct
BM50941,Extinct
BM62782,Non Extinct
BM46328,Non Extinct
BM7214,Non Extinct
BM59112,Non Extinct
BM7211,Non Extinct
BM14217,Non Extinct
BM41810,Non Extinct
BM41807,Non Extinct
BM37396,Non Extinct
BM55432,Non Extinct
BM59134,Non Extinct
BM48027,Non Extinct
BM42112,Non Extinct
BM59453,Non Extinct
BM50663,Non Extinct
BM59918,Non Extinct
BM6603,Non Extinct
BM44052,Non Extinct
BM44544,Non Extinct
BM57974,Non Extinct
BM58577,Non Extinct
BM56124,Non Extinct
BM56126,Non Extinct
BM61474,Non Extinct
BM61473,Non Extinct
BM66311,Non Extinct
BM48701,Non Extinct
BM48593,Non Extinct
BM50061,Non Extinct
BM65883,Extinct
BM9075,Extinct
BM59835,Non Extinct
BM47136,Non Extinct
BM62339,Non Extinct
BM66758,Non Extinct
BM6874,Non Extinct
BM6880,Non Extinct
BM6888,Non Extinct
BM61392,Non Extinct
BM47603,Non Extinct
BM52188,Extinct
BM49696,Non Extinct
BM50993,Non Extinct
BM38889,Non Extinct
BM55110,Non Extinct
BM55115,Non Extinct
BM58050,Non Extinct
BM58053,Non Extinct
BM63519,Non Extinct
BM64365,Non Extinct
BM7587,Non Extinct
BM54705,Extinct
BM56347,Non Extinct
BM52034,Non Extinct
BM52036,Non Extinct
BM58596,Non Extinct
BM58595,Non Extinct
BM64931,Extinct
BM48913,Non Extinct
BM52113,Non Extinct
BM43281,Non Extinct
BM63903,Non Extinct
BM2998,Non Extinct
BM63985,Non Extinct
BM58919,Non Extinct
BM65804,Non Extinct
BM67591,Non Extinct
BM67592,Non Extinct
BM50059,Non Extinct
BM61180,Non Extinct
BM64224,Non Extinct
BM50614,Non Extinct
BM63987,Non Extinct
BM66106,Non Extinct
BM68342,Non Extinct
BM68343,Non Extinct
BM66107,Non Extinct
BM60252,Extinct
BM48922,Extinct
BM48925,Non Extinct
BM48926,Non Extinct
BM58719,Non Extinct
BM6868,Non Extinct
BM6871,Non Extinct
BM59923,Non Extinct
BM51940,Non Extinct
BM65415,Non Extinct
BM52107,Non Extinct
BM60263,Non Extinct
BM60266,Non Extinct
BM32970,Non Extinct
BM60592,Extinct
BM6852,Non Extinct
BM4533,Non Extinct
BM6845,Non Extinct
BM60984,Extinct
BM67593,Non Extinct
BM67594,Non Extinct
BM67595,Non Extinct
BM67596,Non Extinct
BM67598,Non Extinct
BM67600,Non Extinct
BM34514,Non Extinct
BM54778,Non Extinct
BM50424,Non Extinct
BM66132,Non Extinct
BM2965,Extinct
BM54121,Non Extinct
BM59569,Non Extinct
BM48211,Non Extinct
BM6816,Non Extinct
BM57406,Non Extinct
BM63518,Non Extinct
BM63304,Non Extinct
BM62051,Non Extinct
BM57284,Non Extinct
BM60573,Non Extinct
BM62311,Non Extinct
BM62317,Non Extinct
BM57984,Extinct
BM61000,Extinct
BM64852,Non Extinct
BM63986,Non Extinct
BM46251,Non Extinct
BM46269,Non Extinct
BM46760,Non Extinct
BM4539,Non Extinct
BM57349,Non Extinct
BM65840,Extinct
BM65841,Extinct
BM57347,Non Extinct
BM65842,Extinct
BM65843,Extinct
BM65844,Extinct
BM42399,Non Extinct
BM12704,Extinct
BM12707,Extinct
BM64909,Non Extinct
BM66817,Non Extinct
BM48020,Non Extinct
BM55463,Non Extinct
BM12698,Extinct
BM12701,Extinct
BM63404,Non Extinct
BM65286,Non Extinct
BM53327,Non Extinct
BM65510,Extinct
BM65284,Non Extinct
BM54933,Non Extinct
BM54936,Extinct
BM50574,Non Extinct
BM65607,Non Extinct
BM65608,Non Extinct
BM50832,Non Extinct
BM62822,Extinct
BM62885,Extinct
BM57809,Non Extinct
BM68660,Non Extinct
BM68659,Non Extinct
BM41126,Non Extinct
BM66757,Non Extinct
BM68663,Non Extinct
BM57812,Extinct
BM65609,Non Extinct
BM65610,Non Extinct
BM65580,Non Extinct
BM45683,Non Extinct
BM59829,Non Extinct
BM65513,Extinct
BM45639,Non Extinct
BM65577,Non Extinct
BM65611,Non Extinct
BM65612,Non Extinct
BM65563,Non Extinct
BM65566,Non Extinct
BM65569,Non Extinct
BM65572,Non Extinct
BM65574,Non Extinct
BM42565,Non Extinct
BM65868,Non Extinct
BM65869,Non Extinct
BM65592,Non Extinct
BM65594,Non Extinct
BM65846,Extinct
BM65849,Extinct
BM65851,Extinct
BM65854,Extinct
BM65856,Extinct
BM65581,Non Extinct
BM65582,Non Extinct
BM65583,Non Extinct
BM65584,Non Extinct
BM65585,Non Extinct
BM9071,Extinct
BM65845,Extinct
BM65847,Extinct
BM65848,Extinct
BM65808,Non Extinct
BM65850,Extinct
BM65807,Non Extinct
BM65852,Extinct
BM56138,Non Extinct
BM56143,Non Extinct
BM54988,Non Extinct
BM53408,Non Extinct
BM65853,Extinct
BM65855,Extinct
BM65857,Extinct
BM62118,Extinct
BM65805,Non Extinct
BM66642,Non Extinct
BM58708,Non Extinct
BM65806,Non Extinct
BM42596,Non Extinct
BM65590,Non Extinct
BM56364,Non Extinct
BM65858,Extinct
BM68033,Non Extinct
BM67461,Non Extinct
BM45952,Non Extinct
BM65514,Non Extinct
BM48805,Extinct
BM67575,Non Extinct
BM8965,Non Extinct
BM67576,Non Extinct
BM67580,Non Extinct
BM8994,Non Extinct
BM64541,Non Extinct
BM64465,Non Extinct
BM64466,Non Extinct
BM62072,Non Extinct
BM66170,Non Extinct
BM65591,Non Extinct
BM65593,Non Extinct
BM65595,Non Extinct
BM65596,Non Extinct
BM65598,Non Extinct
BM65599,Non Extinct
BM68443,Non Extinct
BM66835,Non Extinct
BM66653,Non Extinct
BM46596,Non Extinct
BM3119,Non Extinct
BM58710,Extinct
BM58711,Non Extinct
BM66136,Non Extinct
BM66448,Non Extinct
BM58713,Extinct
BM8996,Non Extinct
BM9002,Non Extinct
BM23699,Non Extinct
BM68541,Non Extinct
BM68538,Non Extinct
BM68540,Non Extinct
BM54033,Non Extinct
BM54034,Non Extinct
BM54035,Non Extinct
BM12688,Extinct
BM66310,Non Extinct
BM66445,Non Extinct
BM46178,Non Extinct
BM53443,Non Extinct
BM64615,Non Extinct
BM64616,Non Extinct
BM64617,Non Extinct
BM66480,Non Extinct
BM68584,Non Extinct
BM64985,Non Extinct
BM64986,Non Extinct
BM67359,Non Extinct
BM56765,Non Extinct
BM65838,Non Extinct
BM64296,Non Extinct
BM64298,Non Extinct
BM64301,Non Extinct
BM65473,Non Extinct
BM54157,Extinct
BM51297,Non Extinct
BM68543,Non Extinct
BM68545,Non Extinct
BM68544,Non Extinct
BM59787,Non Extinct
BM56687,Non Extinct
BM56694,Non Extinct
BM66418,Non Extinct
BM57377,Extinct
BM56162,Non Extinct
